Original Title,Link,Original Description,Publication Date,Original Language,Category,Subcategory,Location,Translated Title,Translated Description,Entity,Count,Latitude,Longitude,Country,Sadness,Joy,Surprise,Anticipation,Fear,Anger,Trust,Disgust,Entity_all
Effects of Cyclone Idai negatively affect livelihoods decreasing food access in parts of the country,https://www.thezimbabwean.co/2019/03/effects-of-cyclone-idai-negatively-affect-livelihoods-decreasing-food-access-in-parts-of-the-country/,"From March 15 to 17, Cyclone Idai hit eastern Zimbabwe, killing more than 200 people and injuring many more. Chimanimani and Chipinge districts in Manicaland province were the hardest hit. There was extensive damage to infrastructure, including roads, bridges, water and electricity systems, and buildings.",2019-03-31 21:35:00,en,Drought,['FoodSecurityFoodAid'],-20.062611 30.823561,Effects of Cyclone Idai negatively affect livelihoods decreasing food access in parts of the country,"From March 15 to 17, Cyclone Idai hit eastern Zimbabwe, killing more than 200 people and injuring many more. Chimanimani and Chipinge districts in Manicaland province were the hardest hit. There was extensive damage to infrastructure, including roads, bridges, water and electricity systems, and buildings.",[],1,-20.062611,30.823561,Zimbabwe,0.0,0.0,0.044444444444444446,0.0,0.022222222222222223,0.022222222222222223,0.06666666666666667,0.06666666666666667,[]
"Zimbabwe Key Message Update, March 2019 – Zimbabwe",https://www.zimbabwesituation.com/news/zimbabwe-key-message-update-march-2019-zimbabwe/,"Effects of Cyclone Idai negatively affect livelihoods decreasing food access in parts of the country. Key Messages. From March 15 to 17, Cyclone Idai hit eastern Zimbabwe, killing more than 200 people and injuring many more. Chimanimani and Chipinge districts in Manicaland province were the hardest hit.",2019-03-31 21:08:00,en,Drought,['FoodSecurityFoodAid'],-20.062611 30.823561,"Zimbabwe Key Message Update, March 2019 – Zimbabwe","Effects of Cyclone Idai negatively affect livelihoods decreasing food access in parts of the country. Key Messages. From March 15 to 17, Cyclone Idai hit eastern Zimbabwe, killing more than 200 people and injuring many more. Chimanimani and Chipinge districts in Manicaland province were the hardest hit.",[],1,-20.062611,30.823561,Zimbabwe,0.02127659574468085,0.0,0.02127659574468085,0.0,0.0,0.02127659574468085,0.0425531914893617,0.0425531914893617,[]
Zimbabwe Has Up to 7 Months’ Supply of Grain : Official,https://www.reportfocusnews.com/african-news/zimbabwe/zimbabwe-has-up-to-7-months-supply-of-grain-official/,"Zimbabwe has up to seven months’ supply of the staple maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday. Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which devastated the eastern....",2019-03-31 09:00:00,en,Drought,[],-17.8593282090648 31.0650448216921,Zimbabwe Has Up to 7 Months’ Supply of Grain : Official,"Zimbabwe has up to seven months’ supply of the staple maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday. Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which devastated the eastern....",['El Nino'],1,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.04081632653061224,0.02040816326530612,['El Nino']
Official: Zimbabwe Has Up to 7 Months' Supply of Grain,https://www.voazimbabwe.com/a/zimbabwe-maize-grain-only-seven-months-left/4855478.html,"HARARE (Reuters) - Zimbabwe has up to seven months’ supply of the staple maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday. Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which....",2019-03-31 05:16:00,en,Drought,[],-17.8593282090648 31.0650448216921,Official: Zimbabwe Has Up to 7 Months' Supply of Grain,"HARARE (Reuters) - Zimbabwe has up to seven months’ supply of the staple maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday. Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which....","['Susan Fenton', 'El Nino', 'Emelia Sithole Matarise']",1,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.04081632653061224,0.02040816326530612,"['Susan Fenton', 'El Nino', 'Emelia Sithole Matarise']"
Zimbabwe has up to seven months supply of maize,https://www.thezimbabwean.co/2019/03/zimbabwe-has-up-to-seven-months-supply-of-maize/,"HARARE (Reuters) - Zimbabwe has up to seven months supply of maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday.

Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which devastated the....",2019-03-30 17:41:00,en,Drought,[],-17.8593282090648 31.0650448216921,Zimbabwe has up to seven months supply of maize,"HARARE (Reuters) - Zimbabwe has up to seven months supply of maize after drought ravaged crops and it needs to start importing grain now to avert shortages, the secretary for agriculture said on Friday.

Besides the El Niño-induced drought, Zimbabwe was also hit by a cyclone, which devastated the....",['El Nino'],1,-17.8593282090648,31.0650448216921,Zimbabwe,0.0,0.0,0.0,0.02040816326530612,0.0,0.0,0.04081632653061224,0.02040816326530612,['El Nino']
"Manicaland faces food deficit after drought, Cyclone Idai",https://www.zimbabwesituation.com/news/manicaland-faces-food-deficit-after-drought-cyclone-idai/,"Rumbidzayi Zinyuke Manicaland Bureau Manicaland Province has sent out an SOS for food assistance for its people following a poor cropping season which was exacerbated by Cyclone Idai-induced rains that destroyed the remaining crop. The greater part of the province was affected by a long dry spell,....",2019-03-30 16:21:00,en,Drought,"['Flooding', 'MARS-STAT']",-18.97476 32.65556,"Manicaland faces food deficit after drought, Cyclone Idai","Rumbidzayi Zinyuke Manicaland Bureau Manicaland Province has sent out an SOS for food assistance for its people following a poor cropping season which was exacerbated by Cyclone Idai-induced rains that destroyed the remaining crop. The greater part of the province was affected by a long dry spell,....","['Ellen Gwaradzimba', 'Obadiah Moyo', 'El Nino']",1,-18.97476,32.65556,Zimbabwe,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.0,0.02127659574468085,0.02127659574468085,0.02127659574468085,"['Ellen Gwaradzimba', 'Obadiah Moyo', 'El Nino']"
“Zimbabwe Has Enough Grain To Last The Next 7 Months”: Agriculture Minister,https://www.zimeye.net/2019/03/30/zimbabwe-has-enough-grain-to-last-the-next-7-months-agriculture-minister/,"By Own Correspondent| Lands, Agriculture, Water, Climate and Rural Resettlement Minister Perrance Shiri said the country has sufficient grain to cover the next seven months. In a statement read on his behalf by, his secretary Ringson Chitsiko yesterday, Shiri said stocks of maize and small grains at GMB stood at 832 156 tonnes.",2019-03-30 14:33:00,en,Drought,['Agriculture'],59.283333 45.566667,“Zimbabwe Has Enough Grain To Last The Next 7 Months”: Agriculture Minister,"By Own Correspondent| Lands, Agriculture, Water, Climate and Rural Resettlement Minister Perrance Shiri said the country has sufficient grain to cover the next seven months. In a statement read on his behalf by, his secretary Ringson Chitsiko yesterday, Shiri said stocks of maize and small grains at GMB stood at 832 156 tonnes.",['Perence Shiri'],1,59.283333,45.566667,Russia,0.03773584905660377,0.0,0.0,0.0,0.0,0.0,0.03773584905660377,0.0,['Perence Shiri']
Zim has 7 months of grain supply: Govt,https://www.zimbabwesituation.com/news/zim-has-7-months-of-grain-supply-govt/,"Source: Zim has 7 months of grain supply: Govt | Newsday (News) BY FARAI MATIASHE/RUTENDO MATANHIKE. ZIMBABWE has maize supplies enough to last seven months after the El Nino-induced drought destroyed crops and has to start importing grain to avert shortages, an official said yesterday.",2019-03-30 11:50:00,en,Drought,['Agriculture'],-16.7015159502554 31.1892202952472,Zim has 7 months of grain supply: Govt,"Source: Zim has 7 months of grain supply: Govt | Newsday (News) BY FARAI MATIASHE/RUTENDO MATANHIKE. ZIMBABWE has maize supplies enough to last seven months after the El Nino-induced drought destroyed crops and has to start importing grain to avert shortages, an official said yesterday.","['Livestock Production', 'El Nino', 'Investment Programme']",2,-16.7015159502554,31.1892202952472,Zimbabwe,0.022222222222222223,0.0,0.022222222222222223,0.022222222222222223,0.0,0.022222222222222223,0.044444444444444446,0.022222222222222223,"['Livestock Production', 'El Nino', 'Investment Programme', 'Livestock Production', 'El Nino', 'Investment Programme']"
Over 800 000t maize in stock,https://www.herald.co.zw/over-800-000t-maize-in-stock/,"Ellen Chasokela Herald Reporter The country has over 800 000 metric tonnes of maize in stock, enough to feed the people for the next seven months, a senior Government official has said. In a speech read on his behalf by his secretary Mr Ringson Chitsiko yesterday at a meeting held by the Grain....",2019-03-30 02:39:00,en,Drought,['FoodSecurityFoodAid'],-16.7015159502554 31.1892202952472,Over 800 000t maize in stock,"Ellen Chasokela Herald Reporter The country has over 800 000 metric tonnes of maize in stock, enough to feed the people for the next seven months, a senior Government official has said. In a speech read on his behalf by his secretary Mr Ringson Chitsiko yesterday at a meeting held by the Grain....","['Perence Shiri', 'Livestock Production', 'Investment Programme']",1,-16.7015159502554,31.1892202952472,Zimbabwe,0.018867924528301886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Perence Shiri', 'Livestock Production', 'Investment Programme']"
Government comes up with drought mitigation measures,https://www.chronicle.co.zw/government-comes-up-with-drought-mitigation-measures/,"Ellen Chasokela, Harare Bureau. The country has over 800 000 metric tonnes of maize in stock, enough to feed the people for the next seven months, a Cabinet Minister has said. In a speech read on his behalf by Secretary Mr Ringson Chitsiko yesterday at a meeting held by Grain Millers’ Association of....",2019-03-30 00:26:00,en,Drought,['FoodSecurityFoodAid'],-16.7015159502554 31.1892202952472,Government comes up with drought mitigation measures,"Ellen Chasokela, Harare Bureau. The country has over 800 000 metric tonnes of maize in stock, enough to feed the people for the next seven months, a Cabinet Minister has said. In a speech read on his behalf by Secretary Mr Ringson Chitsiko yesterday at a meeting held by Grain Millers’ Association of....","['Perence Shiri', 'Livestock Production', 'Investment Programme']",1,-16.7015159502554,31.1892202952472,Zimbabwe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Perence Shiri', 'Livestock Production', 'Investment Programme']"
"﻿Engagement, re-engagement policy pays dividends: ED",http://www.zbc.co.zw/%ef%bb%bfengagement-re-engagement-policy-pays-dividends-ed/,President Emmerson Mnangagwa says the engagement and re-engagement policy with the international community has witnessed concrete investment commitments from across the world with countries such as the United Arab Emirates (UAE) and others responding overwhelmingly towards the impact of Cyclone Idai.,2019-03-29 23:33:00,en,Drought,['AirTransport'],-24.6541 25.9087,"﻿Engagement, re-engagement policy pays dividends: ED",President Emmerson Mnangagwa says the engagement and re-engagement policy with the international community has witnessed concrete investment commitments from across the world with countries such as the United Arab Emirates (UAE) and others responding overwhelmingly towards the impact of Cyclone Idai.,"['Emmerson Mnangagwa', 'ZANU PF']",1,-24.6541,25.9087,Botswana,0.024390243902439025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"['Emmerson Mnangagwa', 'ZANU PF']"
Urban poverty on the rise in Zimbabwe,https://bulawayo24.com/news/national/159401,"THE World Food Programme (WFP) says over 1,5 million Zimbabweans in the urban areas will be food insecure this year as the country continues to suffer the effects of the economic downturn and a crippling El Niño-induced drought. Worsened by high levels of unemployment that have over the years....",2019-03-29 13:29:00,en,Drought,"['UNbodies', 'FoodSecurityFoodAid']",,Urban poverty on the rise in Zimbabwe,"THE World Food Programme (WFP) says over 1,5 million Zimbabweans in the urban areas will be food insecure this year as the country continues to suffer the effects of the economic downturn and a crippling El Niño-induced drought. Worsened by high levels of unemployment that have over the years....","['Emmerson Mnangagwa', 'National Statistics Agency', 'UN agency', 'Eddie Rowe', 'El Nino', 'El Nino', 'World Food Program', 'World Food Program']",1,,,,0.02040816326530612,0.0,0.02040816326530612,0.0,0.0,0.02040816326530612,0.04081632653061224,0.02040816326530612,"['Emmerson Mnangagwa', 'National Statistics Agency', 'UN agency', 'Eddie Rowe', 'El Nino', 'El Nino', 'World Food Program', 'World Food Program']"
Millers meet for drought assessment,https://www.zimbabwesituation.com/news/millers-meet-for-drought-assessment/,Source: Millers meet for drought assessment | Daily News GRAIN Millers Association of Zimbabwe (Gmaz) will today hold an extraordinary meeting in Harare to assess the drought situation and their contribution towards the victims of Cyclone Idai that ravaged Chimanimani and Chipinge in Manicaland Province.,2019-03-29 13:00:00,en,Drought,['NaturalDisasters'],-17.8593282090648 31.0650448216921,Millers meet for drought assessment,Source: Millers meet for drought assessment | Daily News GRAIN Millers Association of Zimbabwe (Gmaz) will today hold an extraordinary meeting in Harare to assess the drought situation and their contribution towards the victims of Cyclone Idai that ravaged Chimanimani and Chipinge in Manicaland Province.,"['National Railways', 'Perence Shiri', 'Daily News']",4,-17.8593282090648,31.0650448216921,Zimbabwe,0.022222222222222223,0.022222222222222223,0.0,0.0,0.0,0.0,0.044444444444444446,0.0,"['National Railways', 'Perence Shiri', 'Daily News', 'National Railways', 'Perence Shiri', 'Daily News', 'National Railways', 'Perence Shiri', 'Daily News', 'National Railways', 'Perence Shiri', 'Daily News']"
